id,Medal,Beer Name,Brewery,City,County,State,Category,Year,Total Category Entries
2041,Bronze,Creme de Peche,The Commons Brewery,Portland,Ashley,OR,Specialty Saison,2016,92
2042,Bronze,Good Mooed Milk Stout,Railtown Brewing Co.,Dutton,Jackson,MI,Sweet Stout or Cream Stout,2016,71
2043,Bronze,Churchville Lager,Neshaminy Creek Brewing Co.,Croydon,Bucks,PA,Vienna Style Lager,2016,67
2044,Bronze,Rye Robustito,Drake's Brewing Co.,San Leandro,Alameda,CA,Wood  and Barrel Aged Beer,2016,66
2045,Bronze,Angelina,Brewery Vivant,Grand Rapids,Kent,MI,Wood  and Barrel Aged Sour Beer,2016,64
2046,Bronze,15th Anniversary Ale,Island Brewing Co.,Carpinteria,Santa Barbara,CA,Wood  and Barrel Aged Strong Beer,2016,159
2047,Bronze,Little Nonsense,Verboten Brewing,Loveland,Larimer,CO,Wood  and Barrel Aged Strong Stout,2016,131
2048,Gold,La Muerta,Freetail Brewing Co.,San Antonio,Conejos,TX,Aged Beer,2017,26
2049,Gold,Saison Du Bois,Lynnwood Brewing Concern - Production Facility,Raleigh,Levy,NC,American Belgo Style Ale,2017,53
2050,Gold,Auburn Lager,Mad Anthony Brewing Co.,Fort Wayne,Allen,IN,American Style Amber Lager,2017,70
2051,Gold,F-Town Amber,Copper Club Brewing Co.,Fruita,Mesa,CO,American Style Amber/Red Ale,2017,90
2052,Gold,Hoppa Emeritus,Beachwood BBQ & Brewing,Long Beach,Los Angeles,CA,American Style Black Ale,2017,54
2053,Gold,Bull Creek Brown Ale,Springfield Brewing Co.,Springfield,Conway,MO,American Style Brown Ale,2017,90
2054,Gold,Buckle Bunny,Eureka Heights Brewing Co.,Houston,Matanuska-Susitna,TX,American Style Cream Ale,2017,92
2055,Gold,Razz Against the Machine,Little Machine,Denver,Denver,CO,American Style Fruit Beer,2017,145
2056,Gold,Prairie Madness,Hailstorm Brewing Co.,Tinley Park,Cook,IL,American Style India Pale Ale,2017,408
2057,Gold,Mexican Lager,Lone Tree Brewing Co.,Lone Tree,Douglas,CO,American Style Lager or Malt Liquor,2017,75
2058,Gold,Monterey Street,Central Coast Brewing Co.,San Luis Obispo,San Luis Obispo,CA,American Style Pale Ale,2017,199
2059,Gold,Rocket 100,The Austin Beer Garden Brewing Co.,Austin,Lonoke,TX,American Style Pilsener or International Style Pilsener,2017,98
2060,Gold,DAM Wild: Hops and Lemon Verbena,Flat Tail Brewing Co.,Corvallis,Ravalli,OR,American Style Sour Ale,2017,35
2061,Gold,Cholo Stout,Marble Brewery - Mav Lab,Albuquerque,Bernalillo,NM,American Style Stout,2017,60
2062,Gold,Hubert MPA,Melvin Brewing,Alpine,Apache,WY,American Style Strong Pale Ale,2017,182
2063,Gold,Sweet As Pacific Ale,GoodLife Brewing Co.,Bend,Tehama,OR,American Style Wheat Beer,2017,39
2064,Gold,Fuzztail,Sunriver Brewing,Sunriver,Deschutes,OR,American Style Wheat Beer With Yeast,2017,52
2065,Gold,Triumvirate,Reuben's Brews Taproom,Seattle,King,WA,Australian Style or International Style Pale Ale,2017,105
2066,Gold,Public Enemy Baltic Porter,Dust Bowl Brewing Co.,Turlock,Stanislaus,CA,Baltic Style Porter,2017,48
2067,Gold,Shipfaced,Silver Harbor Brewing Co.,Saint Joseph,Champaign,MI,Barley Wine Style Ale,2017,49
2068,Gold,Grisette Summer Ale,Sly Fox Brewing Co.,Pottstown,Montgomery,PA,Belgian  and French Style Ale,2017,53
2069,Gold,Squatters Hell's Keep,Utah Brewers Cooperative,Salt Lake City,Salt Lake,UT,Belgian Style Blonde Ale or Pale Ale,2017,64
2070,Gold,#QuadGoals,515 Brewing Co.,Clive,Polk,IA,Belgian Style Dubbel or Quadrupel,2017,75
2071,Gold,Blood Orange Wit,Refuge Brewery,Temecula,Riverside,CA,Belgian Style Fruit Beer,2017,58
2072,Gold,El Sur,Casa Agria Specialty Ales,Oxnard,Ventura,CA,Belgian Style Lambic or Sour Ale,2017,77
2073,Gold,Amandus,Lazarus Brewing Co.,Austin,Lonoke,TX,Belgian Style Strong Specialty Ale,2017,74
2074,Gold,Tripel Dog Dare,Big Dog's Brewing Co.,Las Vegas,Clark,NV,Belgian Style Tripel,2017,77
2075,Gold,Wild Wacky Wit,Moon River Brewing Co.,Savannah,Chatham,GA,Belgian Style Witbier,2017,78
2076,Gold,Kalliope,Captain Fatty's,Goleta,Santa Barbara,CA,Berliner Style Weisse,2017,72
2077,Gold,Low Boy,On Tour Brewing Co.,Chicago,Cook,IL,Bock,2017,36
2078,Gold,Velvet Revolution,The Austin Beer Garden Brewing Co.,Austin,Lonoke,TX,Bohemian Style Pilsener,2017,93
2079,Gold,Fancy Pants,Jessup Farm Barrel House,Fort Collins,Larimer,CO,Brett Beer,2017,71
2080,Gold,Porter,Back East Brewing,Bloomfield,Sonoma,CT,Brown Porter,2017,57
2081,Gold,Ghost Pepper Imperial Stout,ZwanzigZ Brewing,Columbus,Muscogee,IN,Chili Beer,2017,98
2082,Gold,Imperial Smoked Porter With Cacao Nibs,Joseph James Brewing Co.,Henderson,Baxter,NV,Chocolate Beer,2017,62
2083,Gold,Mr. Kite's Pale Ale,Social Kitchen & Brewery,San Francisco,San Francisco,CA,Classic English Style Pale Ale,2017,30
2084,Gold,Bearded Seal,Pinthouse Pizza North,Austin,Lonoke,TX,Classic Irish Style Dry Stout,2017,30
2085,Gold,Saison,Funkwerks,Fort Collins,Larimer,CO,Classic Saison,2017,103
2086,Gold,Heritage Coffee Brown Ale,Alaskan Brewing Co.,Juneau,Juneau,AK,Coffee Beer,2017,89
2087,Gold,Speargun Coffee Milk Stout,Snake River Brewing Co.,Jackson,Clarke,WY,Coffee Stout or Porter,2017,114
2088,Gold,Mischievous Black,Six Ten Brewing,Tampa,Hillsborough,FL,Dark Lager,2017,74
2089,Gold,Dortmunder,Lupulin Brewing,Big Lake,Matanuska-Susitna,MN,Dortmunder or German Style Oktoberfest,2017,56
2090,Gold,Hop Donkey,Auburn Alehouse,Auburn,Lee,CA,Double Red Ale,2017,72
2091,Gold,Boulder Garden Brown,Orlison Brewing Co.,Airway Heights,Spokane,WA,English Style Brown Ale,2017,63
2092,Gold,Punjabi,CooperSmith's Pub & Brewing,Fort Collins,Larimer,CO,English Style India Pale Ale,2017,41
2093,Gold,Hold the Reins,Brink Brewing Co.,Cincinnati,Appanoose,OH,English Style Mild Ale,2017,44
2094,Gold,Organic California Blonde Ale,Eel River Brewing Co.,Fortuna,Humboldt,CA,English Style Summer Ale,2017,41
2095,Gold,Source Series Opuntia,Carolina Bauernhaus Ales,Anderson,Lauderdale,SC,Experimental Beer,2017,94
2096,Gold,Correspondent,Wander Brewing,Bellingham,Norfolk,WA,Export Stout,2017,48
2097,Gold,14° ESB,Bent Paddle Brewing Co.,Duluth,Gwinnett,MN,Extra Special Bitter,2017,73
2098,Gold,C Porter,LauderAle,Fort Lauderdale,Broward,FL,Field Beer,2017,87
2099,Gold,Wet Hop Melvin,Melvin Brewing Co.,Alpine,Apache,WY,Fresh or Wet Hop Ale,2017,44
2100,Gold,Sierra Blanca Cherry Wheat,Sierra Blanca Brewing Co.,Moriarty,Torrance,NM,Fruit Wheat Beer,2017,90
2101,Gold,Zoned AG Apricot,Corralitos Brewing Co.,Watsonville,Santa Cruz,CA,Fruited Wood  and Barrel Aged Sour Beer,2017,122
2102,Gold,Glacier Ale,Red Lodge Ales Brewing Co.,Red Lodge,Carbon,MT,German Style Altbier,2017,53
2103,Gold,Wobblor,Crooked Lane Brewing Co.,Auburn,Lee,CA,German Style Doppelbock or Eisbock,2017,51
2104,Gold,Chuckanut Kolsch Style,Chuckanut Brewery,Bellingham,Norfolk,WA,German Style Koelsch,2017,154
2105,Gold,Asheville Lager,Wedge Brewing Co.,Asheville,Buncombe,NC,German Style Maerzen,2017,122
2106,Gold,Zoigl-Pils,Zoiglhaus Brewing Co.,Portland,Ashley,OR,German Style Pilsener,2017,145
2107,Gold,AlpenGlow,Fat Head's Brewery & Saloon,North Olmsted,Cuyahoga,OH,German Style Wheat Ale,2017,41
2108,Gold,Dark Ale,Ground Breaker Brewing,Portland,Ashley,OR,Gluten Free Beer,2017,33
2109,Gold,Boone Creek Blonde,Appalachian Mountain Brewery - Portsmouth,Portsmouth,Shelby,NH,Golden or Blonde Ale,2017,126
2110,Gold,Lemon Balm and Beets Wheat,New Sarum Brewing,Salisbury,Wicomico,NC,Herb and Spice Beer,2017,145
2111,Gold,Waverly Tulip,Square Peg Brewerks,Alamosa,Alamosa,CO,Historical Beer,2017,40
2112,Gold,Orange Blossom Common,Karl Strauss Brewing Co. - Carlsbad,Carlsbad,San Diego,CA,Honey Beer,2017,69
2113,Gold,Manta Ray,Ballast Point Brewing Co.,San Diego,San Diego,CA,Imperial India Pale Ale,2017,221
2114,Gold,Cinder Beast,Sunriver Brewing,Sunriver,Deschutes,OR,Imperial Red Ale,2017,41
2115,Gold,The Russian,2SP Brewing Co.,Aston,#N/A,PA,Imperial Stout,2017,80
2116,Gold,Ridgetop Red,Silver City Brewery,Bremerton,Kitsap,WA,Irish Style Red Ale,2017,80
2117,Gold,Zwickelbier,Red Rock Brewing Co. - Production,Salt Lake City,Salt Lake,UT,Kellerbier or Zwickelbier,2017,54
2118,Gold,Mermaid's Scorn,Benchtop Brewing Co.,Norfolk,Litchfield,VA,Leipzig Style Gose or Contemporary Gose,2017,96
2119,Gold,Super Awesome Lager,Austin Beerworks,Austin,Lonoke,TX,Light Lager,2017,45
2120,Gold,Galaxy Dry Hopped Funk Yo Couch,Wiley Roots Brewing Co.,Greeley,Weld,CO,Mixed Culture Brett Beer,2017,65
2121,Gold,Chuckanut Dunkel,Chuckanut Brewery,Bellingham,Norfolk,WA,Munich Style Dunkel or European Style Dark Lager,2017,47
2122,Gold,Penn Gold,Pennsylvania Brewing Co.,Pittsburgh,Allegheny,PA,Munich Style Helles,2017,105
2123,Gold,Wall of Sound,Stereo Brewing Co.,Placentia,Orange,CA,Oatmeal Stout,2017,57
2124,Gold,10&2 Barleywine,Fifty West Brewing Co.,Cincinnati,Appanoose,OH,Old Ale or Strong Ale,2017,43
2125,Gold,Three Tun,Brew Hub,Lakeland,Polk,FL,Ordinary or Special Bitter,2017,34
2126,Gold,Witty Moron,Stone Brewing World Bistro & Gardens - Liberty Station,San Diego,San Diego,CA,Other Belgian Style Ale,2017,42
2127,Gold,Imperial Cream Ale,Nexus Brewery,Albuquerque,Bernalillo,NM,Other Strong Beer,2017,40
2128,Gold,Saint Arnold Pumpkinator,Saint Arnold Brewing Co.,Houston,Matanuska-Susitna,TX,Pumpkin/Squash Beer or Pumpkin Spice Beer,2017,66
2129,Gold,Tabula Rasa Toasted Porter,Second Chance Beer Co.,San Diego,San Diego,CA,Robust Porter,2017,97
2130,Gold,Unite the Clans,Third Space Brewing,Milwaukee,Milwaukee,WI,Rye Beer,2017,49
2131,Gold,Real Heavy,Real Ale Brewing Co.,Blanco,San Juan,TX,Scotch Ale,2017,70
2132,Gold,Taildragger's Clan-Destine,Saddle Mountain Brewing Co.,Goodyear,Maricopa,AZ,Scottish Style Ale,2017,53
2133,Gold,Guillaume,Pizza Port Ocean Beach,San Diego,San Diego,CA,Session Beer,2017,40
2134,Gold,Rome City IPA,Brew Hub,Lakeland,Polk,FL,Session India Pale Ale,2017,130
2135,Gold,So long and thank's for all the (smoked) fish!,The Sandlot Brewery at Coors Field,Denver,Denver,CO,Smoke Beer,2017,62
2136,Gold,Hefeweizen,Gordon Biersch Brewery Restaurant - Navy Yard,Broomfield,Broomfield,CO,South German Style Hefeweizen,2017,128
2137,Gold,Barrel Aged Sweet Potato Soufflé Rye,Odd Side Ales,Grand Haven,Ottawa,MI,Specialty Beer,2017,42
2138,Gold,Rye Saison,Base Camp Brewing Co.,Portland,Ashley,OR,Specialty Saison,2017,81
2139,Gold,Oatmeal Milk Stout,Finkel & Garf Brewing Co.,Boulder,Boulder,CO,Sweet Stout or Cream Stout,2017,69
2140,Gold,Gustav,Taft's Ale House,Cincinnati,Appanoose,OH,Vienna Style Lager,2017,87
2141,Gold,Porter Aged on Palo Santo Wood,Spellbound Brewing,Mount Holly,Union,NJ,Wood  and Barrel Aged Beer,2017,70
2142,Gold,Plum Creek Sour,Rockyard American Grill & Brewing Co.,Castle Rock,Douglas,CO,Wood  and Barrel Aged Sour Beer,2017,86
2143,Gold,Hurly Burly Port Barrel Aged Barleywine,Out of Bounds Brewing Co.,Rocklin,Placer,CA,Wood  and Barrel Aged Strong Beer,2017,175
2144,Gold,Medianoche,WeldWerks Brewing Co.,Greeley,Weld,CO,Wood  and Barrel Aged Strong Stout,2017,154
2145,Silver,Solzhenitsyn,Iron Hill Brewery & Restaurant - Media,Media,Henderson,PA,Aged Beer,2017,26
2146,Silver,Klipspringer,Metazoa Brewing Co.,Indianapolis,Marion,IN,American Belgo Style Ale,2017,53
2147,Silver,Shiner Bock,Spoetzl Brewery,Shiner,Lavaca,TX,American Style Amber Lager,2017,70
2148,Silver,Legally Red,Second Chance Beer Co.,San Diego,San Diego,CA,American Style Amber/Red Ale,2017,90
2149,Silver,Black 28,Cannonball Creek Brewing Co.,Golden,Jefferson,CO,American Style Black Ale,2017,54
2150,Silver,FRB Brown,Fort Rock Brewing,Rancho Cordova,Sacramento,CA,American Style Brown Ale,2017,90
2151,Silver,Canü,Uberbrew,Billings,Christian,MT,American Style Cream Ale,2017,92
2152,Silver,The Mesa,Cismontane Brewing Co.,Santa Ana,Orange,CA,American Style Fruit Beer,2017,145
2153,Silver,Gold Digger IPA,Auburn Alehouse,Auburn,Lee,CA,American Style India Pale Ale,2017,408
2154,Silver,Pabst Blue Ribbon (PBR),Pabst Brewing Co.,Los Angeles,Los Angeles,CA,American Style Lager or Malt Liquor,2017,75
2155,Silver,Mosaic Pale Ale,Lynnwood Brewing Concern - Production Facility,Raleigh,Levy,NC,American Style Pale Ale,2017,199
2156,Silver,Sesión Cerveza,Full Sail Brewing Co.,Hood River,Hood River,OR,American Style Pilsener or International Style Pilsener,2017,98
2157,Silver,Disenchantment Blend #1,Bond Brothers Beer Co.,Cary,McHenry,NC,American Style Sour Ale,2017,35
2158,Silver,American Stout,Wild Wolf Brewing Co.,Nellysford,Nelson,VA,American Style Stout,2017,60
2159,Silver,Wolfback Ridge,Headlands Brewing Co.,Mill Valley,Marin,CA,American Style Strong Pale Ale,2017,182
2160,Silver,Lemon Rye,105 West Brewing Co.,Castle Rock,Douglas,CO,American Style Wheat Beer,2017,39
2161,Silver,Miner's Gold Hefeweizen,Lewis & Clark Brewing Co.,Helena,Shelby,MT,American Style Wheat Beer With Yeast,2017,52
2162,Silver,Pure Intention Pale Ale,HopSaint Brewing Co.,Torrance,Los Angeles,CA,Australian Style or International Style Pale Ale,2017,105
2163,Silver,Herd Of Turtles,Bagby Beer Co.,Oceanside,San Diego,CA,Baltic Style Porter,2017,48
2164,Silver,No. 20 Barleywine,The Freehouse,Minneapolis,Ottawa,MN,Barley Wine Style Ale,2017,49
2165,Silver,Biere de Voleur,Horse Thief Hollow Brewery,Chicago,Cook,IL,Belgian  and French Style Ale,2017,53
2166,Silver,Breton Blonde,Metazoa Brewing Co.,Indianapolis,Marion,IN,Belgian Style Blonde Ale or Pale Ale,2017,64
2167,Silver,Deduction,Taxman Brewing Co.,Bargersville,Johnson,IN,Belgian Style Dubbel or Quadrupel,2017,75
2168,Silver,ZuurPruim,Logsdon Farmhouse Ales,Hood River,Hood River,OR,Belgian Style Fruit Beer,2017,58
2169,Silver,Blended 2017,Side Project Brewing,Maplewood,Ramsey,MO,Belgian Style Lambic or Sour Ale,2017,77
2170,Silver,It's Always Something,Peticolas Brewing Co.,Dallas,Marion,TX,Belgian Style Strong Specialty Ale,2017,74
2171,Silver,Rapunzel,Corridor Brewery & Provisions,Chicago,Cook,IL,Belgian Style Tripel,2017,77
2172,Silver,Suntrip,New Terrain Brewing Co.,Golden,Jefferson,CO,Belgian Style Witbier,2017,78
2173,Silver,Ringmaster Raspberry Berliner,Big Top Brewing Co.,Sarasota,Sarasota,FL,Berliner Style Weisse,2017,72
2174,Silver,Rock Out with Maibock Out,Hailstorm Brewing Co.,Tinley Park,Cook,IL,Bock,2017,36
2175,Silver,Bohemian Pilsener,TAPS Fish House and Brewery - Corona,Corona,Riverside,CA,Bohemian Style Pilsener,2017,93
2176,Silver,Saison Trystero,Our Mutual Friend Brewing,Denver,Denver,CO,Brett Beer,2017,71
2177,Silver,Pinch Hit Porter,Stadium Pizza Main St.,Lake Elsinore,Riverside,CA,Brown Porter,2017,57
2178,Silver,Bad Hombre,Eight & Sand Beer Co.,Woodbury,Meriwether,NJ,Chili Beer,2017,98
2179,Silver,Aphrodisiac Chocolate Pomegranate Imperial Stout,Cranker's Brewery,Big Rapids,Mecosta,MI,Chocolate Beer,2017,62
2180,Silver,Extra Pale Ale,Summit Brewing Co.,Saint Paul,Aleutians West,MN,Classic English Style Pale Ale,2017,30
2181,Silver,Sheehan's Stout,Rockford Brewing Co.,Rockford,Coosa,MI,Classic Irish Style Dry Stout,2017,30
2182,Silver,Matisse,Night Shift Brewing,Everett,Glynn,MA,Classic Saison,2017,103
2183,Silver,It's 8 O'clock Somewhere,Torched Hop Brewing Co.,Atlanta,Columbia,GA,Coffee Beer,2017,89
2184,Silver,Udder Chaos,RAM/Big Horn Brewery - Seattle,Seattle,King,WA,Coffee Stout or Porter,2017,114
2185,Silver,DTB Schwarzbier,Desperate Times Brewing Co.,Carlisle,Etowah,PA,Dark Lager,2017,74
2186,Silver,Longboard Island Lager,Kona Brewing Co.,Kailua-Kona,Honolulu,HI,Dortmunder or German Style Oktoberfest,2017,56
2187,Silver,St. James,Coldfire Brewing,Eugene,Cole,OR,Double Red Ale,2017,72
2188,Silver,Shaven Yak Brown,Wichita Brewing Co. - Production,Wichita,Sedgwick,KS,English Style Brown Ale,2017,63
2189,Silver,Hoppy Poppy IPA,Figueroa Mountain Brewing,Buellton,Santa Barbara,CA,English Style India Pale Ale,2017,41
2190,Silver,Mamoot English Mild,Logboat Brewing Co.,Columbia,Houston,MO,English Style Mild Ale,2017,44
2191,Silver,Back In The ESSA,Monkey Paw Brewing,San Diego,San Diego,CA,English Style Summer Ale,2017,41
2192,Silver,Roswell: Grudge,Black Project Spontaneous & Wild Ales,Denver,Denver,CO,Experimental Beer,2017,94
2193,Silver,Z-Man Stout,Pizza Port Carlsbad,Carlsbad,San Diego,CA,Export Stout,2017,48
2194,Silver,Extra Special Ale,Yards Brewing Co.,Philadelphia,Neshoba,PA,Extra Special Bitter,2017,73
2195,Silver,No Crusts,Funky Buddha Brewery,Fort Lauderdale,Broward,FL,Field Beer,2017,87
2196,Silver,Field to Ferment,Fremont Brewing Co.,Seattle,King,WA,Fresh or Wet Hop Ale,2017,44
2197,Silver,Purple Line,Smylie Brothers Brewing Co.,Evanston,Cook,IL,Fruit Wheat Beer,2017,90
2198,Silver,Sour Wench Blackberry Ale,Ballast Point Brewing Co. - Home Brew Mart,San Diego,San Diego,CA,Fruited American Style Sour Ale,2017,105
2199,Silver,BA Excommunication,Max Lager's Wood-Fired Grill & Brewery,Atlanta,Columbia,GA,Fruited Wood  and Barrel Aged Sour Beer,2017,122
2200,Silver,It's Your Fault,Piece Brewery,Chicago,Cook,IL,German Style Altbier,2017,53
2201,Silver,Spectator,On Tour Brewing Co.,Chicago,Cook,IL,German Style Doppelbock or Eisbock,2017,51
2202,Silver,Seafarer,Three Weavers Brewing Co.,Inglewood,Los Angeles,CA,German Style Koelsch,2017,154
2203,Silver,Oktoberfest,Rahr & Sons Brewing Co.,Fort Worth,Tarrant,TX,German Style Maerzen,2017,122
2204,Silver,Pilsner,Dry Dock Brewing Co. - South Dock,Aurora,Adams,CO,German Style Pilsener,2017,145
2205,Silver,Hidden Gem,OB Brewery,San Diego,San Diego,CA,German Style Wheat Ale,2017,41
2206,Silver,Meteor Shower Blonde Ale,Ghostfish Brewing Co.,Seattle,King,WA,Gluten Free Beer,2017,33
2207,Silver,Firemans 4,Real Ale Brewing Co.,Blanco,San Juan,TX,Golden or Blonde Ale,2017,126
2208,Silver,80 Acre Carrot Ale,Humble Farmer Brewing Co.,Holtville,Elmore,CA,Herb and Spice Beer,2017,145
2209,Silver,Hilltopper's Pride Kentucky Common Ale,Ironworks Brewery & Pub,Lakewood,Los Angeles,CO,Historical Beer,2017,40
2210,Silver,Jetty Ale,Great South Bay Brewery,Bay Shore,Charlevoix,NY,Honey Beer,2017,69
2211,Silver,Lupulin River,Knee Deep Brewing Co.,Auburn,Lee,CA,Imperial India Pale Ale,2017,221
2212,Silver,Hop Zombie,Lone Tree Brewing Co.,Lone Tree,Douglas,CO,Imperial Red Ale,2017,41
2213,Silver,Russian Imperial Stout,Iron Hill Brewery & Restaurant - Media,Media,Henderson,PA,Imperial Stout,2017,80
2214,Silver,Bomber Mountain,Black Tooth Brewing Co.,Sheridan,Grant,WY,Irish Style Red Ale,2017,80
2215,Silver,Luchesa Lager,Oasis Texas Brewing Co.,Austin,Lonoke,TX,Kellerbier or Zwickelbier,2017,54
2216,Silver,No. 33 Gose,The Freehouse,Minneapolis,Ottawa,MN,Leipzig Style Gose or Contemporary Gose,2017,96
2217,Silver,Pedal Haus Light Lager,Pedal Haus Brewery,Tempe,Maricopa,AZ,Light Lager,2017,45
2218,Silver,10 Buck Chuck,Firestone Walker Barrelworks,Buellton,Santa Barbara,CA,Mixed Culture Brett Beer,2017,65
2219,Silver,Moondoor Dunkel,Wibby Brewing,Longmont,Boulder,CO,Munich Style Dunkel or European Style Dark Lager,2017,47
2220,Silver,Solar,Sanctum Brewing Co.,Pomona,Los Angeles,CA,Munich Style Helles,2017,105
2221,Silver,The Ferguson,Studio Brew,Bristol,Prowers,VA,Oatmeal Stout,2017,57
2222,Silver,Heini's Good Cheer,Roundabout Brewery,Pittsburgh,Allegheny,PA,Old Ale or Strong Ale,2017,43
2223,Silver,Mooey,Bonn Place Brewing,Bethlehem,Barrow,PA,Ordinary or Special Bitter,2017,34
2224,Silver,Lux Mundi,Save the World Brewing Co.,Marble Falls,Burnet,TX,Other Belgian Style Ale,2017,42
2225,Silver,Laissez-Faire,Monday Night Brewing,Atlanta,Columbia,GA,Other Strong Beer,2017,40
2226,Silver,Pumpkin Ale,Schlafly Beer/The Saint Louis Brewery,Saint Louis,Gratiot,MO,Pumpkin/Squash Beer or Pumpkin Spice Beer,2017,66
2227,Silver,Black Strap Molasses Porter,Waikiki Brewing Co.,Honolulu,Honolulu,HI,Robust Porter,2017,97
2228,Silver,Nighthawk Rye Pale Ale,Packinghouse Brewing Co.,Riverside,St. Clair,CA,Rye Beer,2017,49
2229,Silver,Duck-Rabbit Wee Heavy Scotch Style Ale,Duck-Rabbit Craft Brewery,Farmville,Pitt,NC,Scotch Ale,2017,70
2230,Silver,McGarveys Scottish Ale,Oggi's Sports Brewhouse Pizza,San Clemente,Orange,CA,Scottish Style Ale,2017,53
2231,Silver,Peacekeeper,Launch Pad Brewery,Aurora,Adams,CO,Session Beer,2017,40
2232,Silver,Patio Pounder,Twisted Pine Brewing Co.,Boulder,Boulder,CO,Session India Pale Ale,2017,130
2233,Silver,Smoke on the Lager,Chilly Water Brewing Co.,Indianapolis,Marion,IN,Smoke Beer,2017,62
2234,Silver,Big Horn Hefeweizen,RAM/Big Horn Brewery - Lakewood,Lakewood,Los Angeles,WA,South German Style Hefeweizen,2017,128
2235,Silver,Rye Hipster Brunch Stout,Odd Side Ales,Grand Haven,Ottawa,MI,Specialty Beer,2017,42
2236,Silver,Make Hay,Cellar West Artisan Ales,Boulder,Boulder,CO,Specialty Saison,2017,81
2237,Silver,Milk Bone,Pinellas Ale Works,Saint Petersburg,Pinellas,FL,Sweet Stout or Cream Stout,2017,69
2238,Silver,Vienna Lager,Lost Forty Brewing,Little Rock,Pulaski,AR,Vienna Style Lager,2017,87
2239,Silver,Magpie Muckle,Sun King Brewing Co.,Indianapolis,Marion,IN,Wood  and Barrel Aged Beer,2017,70
2240,Silver,Train to Beersel,Bruery Terreux,Anaheim,Orange,CA,Wood  and Barrel Aged Sour Beer,2017,86
2241,Silver,Woods Monk,Odyssey Beerwerks,Arvada,Jefferson,CO,Wood  and Barrel Aged Strong Beer,2017,175
2242,Silver,Maman 2017,Perennial Artisan Ales,Saint Louis,Gratiot,MO,Wood  and Barrel Aged Strong Stout,2017,154
2243,Bronze,There is No Quad,The BottleHouse Brewery And Meadery,Cleveland,Blount,OH,Aged Beer,2017,26
2244,Bronze,5 & 20 IPA,Nedloh Brewing Co.,Bloomfield,Sonoma,NY,American Belgo Style Ale,2017,53
2245,Bronze,Rod’s Steam Bitter,Second Street Brewery,Santa Fe,Alachua,NM,American Style Amber Lager,2017,70
2246,Bronze,Blue Bridge,Galveston Island Brewing,Galveston,Cass,TX,American Style Amber/Red Ale,2017,90
2247,Bronze,Midnight Moonlight,Fat Head's Brewery,Middleburg Heights,Cuyahoga,OH,American Style Black Ale,2017,54
2248,Bronze,Machine Gun Teddy,Goldwater Brewing Co.,Scottsdale,Maricopa,AZ,American Style Brown Ale,2017,90
2249,Bronze,Artifexican,Artifex Brewing Co.,San Clemente,Orange,CA,American Style Cream Ale,2017,92
2250,Bronze,Elvis Juice,BrewDog Brewing Co.,Canal Winchester,Fairfield,OH,American Style Fruit Beer,2017,145
2251,Bronze,Breakside IPA,Breakside Brewery & Taproom,Milwaukie,Clackamas,OR,American Style India Pale Ale,2017,408
2252,Bronze,Sun Grown Fresh Craft Lager,The Sycamore Brewing Cannery,Charlotte,Clinton,NC,American Style Lager or Malt Liquor,2017,75
2253,Bronze,Triple Tail,SweetWater Brewing Co.,Atlanta,Columbia,GA,American Style Pale Ale,2017,199
2254,Bronze,Lemon Pils,Elk Horn Brewery,Eugene,Cole,OR,American Style Pilsener or International Style Pilsener,2017,98
2255,Bronze,Yeast of Eden - Skeptics & Believers,Alvarado Street Brewery,Salinas,Monterey,CA,American Style Sour Ale,2017,35
2256,Bronze,Night of the Living Stout,Full Pint Brewing Co.,North Versailles,#N/A,PA,American Style Stout,2017,60
2257,Bronze,Breakside Stay West,Breakside Brewery + Beer Hall,Portland,Ashley,OR,American Style Strong Pale Ale,2017,182
2258,Bronze,Fieldhouse Wheat,Triton Brewing Co.,Indianapolis,Marion,IN,American Style Wheat Beer,2017,39
2259,Bronze,Wrangler Wheat,Figueroa Mountain Brewing - Santa Barbara,Santa Barbara,Santa Barbara,CA,American Style Wheat Beer With Yeast,2017,52
2260,Bronze,Cannonball Australian-Style Pale Ale,Scottsdale Beer Co.,Scottsdale,Maricopa,AZ,Australian Style or International Style Pale Ale,2017,105
2261,Bronze,Powers of Observation,Ocelot Brewing Co.,Dulles,#N/A,VA,Baltic Style Porter,2017,48
2262,Bronze,Behemoth,One Barrel Brewing Co.,Madison,Madison,WI,Barley Wine Style Ale,2017,49
2263,Bronze,Working Title,Perennial Artisan Ales,Saint Louis,Gratiot,MO,Belgian  and French Style Ale,2017,53
2264,Bronze,Belgian Pale Ale,Redwood Curtain Brewing Co.,Arcata,Humboldt,CA,Belgian Style Blonde Ale or Pale Ale,2017,64
2265,Bronze,Four Fat Baby,Hillman Beer,Asheville,Buncombe,NC,Belgian Style Dubbel or Quadrupel,2017,75
2266,Bronze,Cherry Busey,Sun King Brewing Co.,Indianapolis,Marion,IN,Belgian Style Fruit Beer,2017,58
2267,Bronze,Drinking with Friends,Mraz Brewing Co.,El Dorado Hills,El Dorado,CA,Belgian Style Lambic or Sour Ale,2017,77
2268,Bronze,Smells Like Money,BearWaters Brewing Co.,Canton,Cherokee,NC,Belgian Style Strong Specialty Ale,2017,74
2269,Bronze,Tripel Horse,River Horse Brewing Co.,Ewing,Franklin,NJ,Belgian Style Tripel,2017,77
